Case,Case Name,Notification Date,Decision Date,Decision,Phase,Sector,Language,Link
M.4721,AIG CAPITAL PARTNERS / BULGARIAN TELECOMMUNICATIONS COMPANY,2007-06-12,2007-07-27,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4721_20070727_20310_en.pdf
M.4646,AXA / BANCA MONTE DEI PASCHI DI SIENA / JV,2007-06-11,2007-07-16,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4646_20070716_20310_en.pdf
M.4732,TERRA FIRMA / EMI,2007-06-08,2007-11-07,Art. 6(1)(b),Phase I,C.18,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4732_20070711_20310_en.pdf
M.4710,RASPERIA / RAIFFEISEN-HOLDING / UNIQA / STRABAG,2007-06-07,2007-12-07,Art. 6(1)(b),Phase I,F.41|G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4710_20070712_20310_en.pdf
M.4660,MSREF / HILTON HOTELS / PORTFOLIO HOTELS,2007-06-06,2007-10-07,Art. 6(1)(b),Phase I,I.55,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4660_20070710_20310_en.pdf
M.4720,DOUGHTY HANSON / AXCOM,2007-06-06,2007-05-07,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4720_20070705_20310_en.pdf
M.4662,SYNIVERSE / BSG (wireless business),2007-06-05,2007-04-12,Art. 8(1),Phase II,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4662_20071204_20682_en.pdf
M.4722,PAI / KAUFMAN & BROAD,2007-06-05,2007-05-07,Art. 6(1)(b),Phase I,F.41,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4722_20070705_20310_en.pdf
M.4733,APAX PARTNERS WORLDWIDE LLP / ELECTRO STOCK GRUP SL,2007-06-05,2007-10-07,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4733_20070710_20310_en.pdf
M.4686,LOUIS DELHAIZE / MAGYAR HIPERMARKET KFT,2007-06-04,2007-09-07,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4686_20070709_20310_en.pdf
M.4703,FUJITSU / GFI INFORMATIQUE,2007-06-04,2007-02-07,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4703_20070702_20310_en.pdf
M.4708,GERRESHEIMER / CHASE / JV,2007-06-01,2007-06-29,Art. 6(1)(b),Phase I,C.23,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4708_20070629_20310_en.pdf
M.4673,DB / STRABAG Invest,2007-06-01,2007-06-07,Art. 6(1)(b),Phase I,K.64|L.68,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4673_20070706_20310_en.pdf
M.4685,ENEL / ACCIONA / ENDESA,2007-05-31,2007-05-07,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4685_20070705_20310_en.pdf
M.4612,ACCOR / PIERRE ET VACANCES / NEWCITY JV,2007-05-31,2007-04-07,Art. 6(1)(b),Phase I,I.55,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4612_20070704_20310_fr.pdf
M.4715,CERBERUS / CHRYSLER,2007-05-29,2007-02-07,Art. 6(1)(b),Phase I,C.30,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4715_20070702_20310_en.pdf
M.4714,OAKTREE / DUQUESNE / TI AUTOMOTIVE,2007-05-25,2007-06-28,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4714_20070628_20310_en.pdf
M.4700,DEUTSCHE BANK / AIG / PUSHKINO LOGISTICS PARK JV,2007-05-25,2007-06-28,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4700_20070628_20310_en.pdf
M.4694,RCI BANQUE / RFS,2007-05-24,2007-06-28,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4694_20070628_20310_en.pdf
M.4704,BRIDGEPOINT / GAMBRO HEALTHCARE,2007-05-23,2007-06-26,Art. 6(1)(b),Phase I,Q.86,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4704_20070626_20310_en.pdf
M.4705,BLACKSTONE / KLÖCKNER PENTAPLAST,2007-05-23,2007-06-28,Art. 6(1)(b),Phase I,C.32,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4705_20070628_20310_en.pdf
M.4693,VEOLIA / SULO,2007-05-22,2007-06-19,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4693_20070619_20310_en.pdf
M.4486,LEITNER / STRABAG / NORDPARK,2007-05-21,2007-06-21,Art. 6(1)(b),Phase I,R.93,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4486_20070621_20310_de.pdf
M.4628,SALZGITTER / VALLOUREC,2007-05-21,2007-06-26,Art. 6(1)(b),Phase I,C.24,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4628_20070626_20310_de.pdf
M.4572,VINNOLIT / INEOS CV SPECIALTY PVC BUSINESS,2007-05-21,2007-06-26,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4572_20070626_20310_en.pdf
M.4657,SALZGITTER / KW / RSE,2007-05-21,2007-06-25,Art. 6(1)(b),Phase I,L.68|C.28,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4657_20070625_20310_de.pdf
M.4671,UTC / INITIAL ESG,2007-05-16,2007-06-25,Art. 6(1)(b),Phase I,F.43,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4671_20070625_20310_en.pdf
M.4699,ALLIANZ / SELECTA,2007-05-16,2007-06-22,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4699_20070622_20310_en.pdf
M.4689,WINGAS / HYDRO WINGAS,2007-05-15,2007-06-19,Art. 6(1)(b),Phase I,B.06,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4689_20070619_20310_en.pdf
M.4669,GE / NEWSCORP / JV,2007-05-11,2007-06-20,Art. 6(1)(b),Phase I,M.73|R.93|J.59,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4669_20070620_20310_en.pdf
M.4550,DOW CHEMICAL COMPANY / WOLFF WALSRODE,2007-05-11,2007-06-20,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4550_20070620_20310_en.pdf
M.4675,IBERDROLA / API / SER JV,2007-05-11,2007-06-18,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4675_20070618_20310_en.pdf
M.4599,RWE POWER / CARBON / JV,2007-05-10,2007-06-18,Art. 6(1)(b),Phase I,M.74,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4599_20070618_20310_de.pdf
M.4683,ABN AMRO / OSG,2007-05-10,2007-06-18,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4683_20070618_20310_en.pdf
M.4674,KKR / STEFANO PESSINA / ALLIANCE BOOTS,2007-05-08,2007-06-18,Art. 6(1)(b),Phase I,G.47|G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4674_20070618_20310_en.pdf
M.4663,VOESTALPINE / BOEHLER-UDDEHOLM,2007-05-08,2007-06-18,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4663_20070618_20310_en.pdf
M.4540,NESTLE / NOVARTIS (Medical Nutrition Business),2007-05-07,2007-06-29,Art. 6(1)(b) with conditions & obligations,Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4540_20070629_20212_en.pdf
M.4676,PPR / PUMA,2007-05-07,2007-06-14,Art. 6(1)(b),Phase I,C.14|C.15,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4676_20070614_20310_en.pdf
M.4681,DE AGOSTINI / GENERALE DE SANTE,2007-05-04,2007-06-14,Art. 6(1)(b),Phase I,Q.86,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4681_20070614_20310_en.pdf
M.4525,KRONOSPAN / CONSTANTIA,2007-05-04,2007-09-19,Art. 8(2) with conditions & obligations,Phase II,C.16,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4525_20070919_20600_en.pdf
M.4596,WÄRTSILÄ TECHNOLOGY / HYUNDAI HEAVY INDUSTRIES / JV,2007-05-03,2007-06-13,Art. 6(1)(b),Phase I,C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4596_20070613_20310_en.pdf
M.4656,DEUTSCHE BANK / AVIVA / BLACKSTONE / VITUS,2007-05-02,2007-12-06,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4656_20070612_20310_en.pdf
M.4634,SABANCI / VERBUND / ENERJISA JV,2007-04-30,2007-05-30,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4634_20070530_20310_en.pdf
M.4648,PETER DÖHLE SCHIFFAHRTS-KG / GE TRANSPORTATION FINANCE INC. / JV,2007-04-27,2007-07-06,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4648_20070607_20310_en.pdf
M.4516,CONTINENTAL / MATADOR,2007-04-27,2007-08-06,Art. 6(1)(b),Phase I,C.28|C.22,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4516_20070608_20310_en.pdf
M.4633,AREP LP / LEAR,2007-04-27,2007-08-06,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4633_20070608_20310_en.pdf
M.4666,KKR / FIRST DATA,2007-04-23,2007-01-06,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4666_20070601_20310_en.pdf
M.4604,CAPMAN / WALKI WISA,2007-04-20,2007-05-31,Art. 6(1)(b),Phase I,C.17,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4604_20070531_20310_en.pdf
M.4642,3i GROUP / EURO DRUCKSERVICE,2007-04-20,2007-05-29,Art. 6(1)(b),Phase I,C.18,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4642_20070529_20310_en.pdf
M.4635,GROUPE CNP / GROUPE AVH / CLUB / PLANET PARFUM / DI,2007-04-20,2007-01-06,Art. 6(1)(b),Phase I,G.47,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4635_20070601_20310_fr.pdf
M.4645,APW / GMG / TRADER MEDIA INVESTMENTS,2007-04-19,2007-05-30,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4645_20070530_20310_en.pdf
M.4654,IPR / MITSUI (UK Electricity generation business),2007-04-19,2007-05-24,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4654_20070524_20310_en.pdf
M.4658,BRIDGEPOINT CAPITAL / WOLTERS KLUWER EDUCATIONAL DIVISION,2007-04-19,2007-05-31,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4658_20070531_20310_en.pdf
M.4602,ATLAS COPCO / DYNAPAC,2007-04-18,2007-05-29,Art. 6(1)(b),Phase I,C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4602_20070529_20310_en.pdf
M.4564,BRIDGESTONE / BANDAG,2007-04-17,2007-05-29,Art. 6(1)(b),Phase I,C.22,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4564_20070529_20310_en.pdf
M.4665,THE APOLLO GROUP / CLAIRE'S STORES,2007-04-17,2007-05-22,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4665_20070522_20310_en.pdf
M.4651,CINVEN / CAMAÏEU,2007-04-13,2007-05-16,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4651_20070516_20310_en.pdf
M.4655,GILDE / PARCOM / NEDSCHROEF,2007-04-12,2007-05-22,Art. 6(1)(b),Phase I,C.25,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4655_20070522_20310_en.pdf
M.4593,VOESTALPINE / DANCKE,2007-04-04,2007-05-16,Art. 6(1)(b),Phase I,C.25,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4593_20070516_20310_en.pdf
M.4600,TUI / FIRST CHOICE,2007-04-04,2007-04-06,Art. 6(1)(b) with conditions & obligations,Phase I,N.79,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4600_20070604_20212_en.pdf
M.4643,CVC / VICTOR RIJSSEN / VOLKER WESSELS,2007-04-02,2007-05-14,Art. 6(1)(b),Phase I,B.08,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4643_20070514_20310_en.pdf
M.4630,BEAR STEARNS / NYLSTAR,2007-03-30,2007-02-05,Art. 6(1)(b),Phase I,C.13,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4630_20070502_20310_en.pdf
M.4638,CERP / SANACORP / MILLENIUM,2007-03-29,2007-04-05,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4638_20070504_20310_en.pdf
M.4636,TELEPERFORMANCE / THE PHONE HOUSE SAS / THE PHONE HOUSE SERVICES TELECOM,2007-03-29,2007-04-05,Art. 6(1)(b),Phase I,J.61,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4636_20070504_20310_fr.pdf
M.4620,SWISSCOM / FASTWEB,2007-03-29,2007-10-05,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4620_20070510_20310_en.pdf
M.4531,WWL / EUKOR / ARMACUP / AGENCIE,2007-03-29,2007-10-05,Art. 6(1)(b),Phase I,H.50,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4531_20070510_20310_en.pdf
M.4605,HINDALCO / NOVELIS,2007-03-28,2007-08-05,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4605_20070508_20310_en.pdf
M.4649,CHARTERHOUSE / ISTA,2007-03-28,2007-08-05,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4649_20070508_20310_en.pdf
M.4622,ACCOR / GROUPAMA,2007-03-27,2007-04-05,Art. 6(1)(b),Phase I,K.64,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4622_20070504_20310_fr.pdf
M.4625,APOLLO GROUP / COUNTRYWIDE,2007-03-26,2007-02-05,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4625_20070502_20310_en.pdf
M.4621,3i / ENTERPRISE,2007-03-26,2007-04-26,Art. 6(1)(b),Phase I,O.84,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4621_20070426_20310_en.pdf
M.4601,KARSTADTQUELLE / MYTRAVEL,2007-03-26,2007-04-05,Art. 6(1)(b),Phase I,N.79,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4601_20070504_20310_en.pdf
M.4523,TRAVELPORT / WORLDSPAN,2007-03-23,2007-08-21,Art. 8(1),Phase II,N.79,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4523_20070821_20682_en.pdf
M.4545,STATOIL / HYDRO,2007-03-23,2007-03-05,Art. 6(1)(b),Phase I,B.06,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4545_20070503_20310_en.pdf
M.4631,CARLYLE RIVERSTONE GLOBAL ENERGY & POWER FUND III / FIRST RESERVE,2007-03-22,2007-04-27,Art. 6(1)(b),Phase I,C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4631_20070427_20310_en.pdf
M.4632,HANJIN / SAUDI ARAMCO / S-OIL,2007-03-22,2007-04-24,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4632_20070424_20310_en.pdf
M.4608,SIEMENS / UGS CORPORATION,2007-03-21,2007-04-27,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4608_20070427_20310_en.pdf
M.4614,ED&F MAN / BROMACOM,2007-03-20,2007-04-25,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4614_20070425_20310_en.pdf
M.4615,MERLIN / TUSSAUDS,2007-03-19,2007-04-26,Art. 6(1)(b),Phase I,R.93,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4615_20070426_20310_en.pdf
M.4286,CHINA SHIPBUILDING / MITSUBISHI / WÄRTSILÄ / JV,2007-03-19,2007-04-23,Art. 6(1)(b),Phase I,C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4286_20070423_20310_en.pdf
M.4588,PETROPLUS / CORYTON REFINERY BUSINESS,2007-03-19,2007-04-26,Art. 6(1)(b),Phase I,B.06,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4588_20070426_20310_en.pdf
M.4590,REWE / DELVITA,2007-03-16,2007-04-25,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4590_20070425_20310_en.pdf
M.4536,MAGNETI MARELLI / CONCORDIA,2007-03-16,2007-04-25,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4536_20070425_20310_en.pdf
M.4624,EQT / SCANDIC,2007-03-16,2007-04-25,Art. 6(1)(b),Phase I,I.55,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4624_20070425_20310_en.pdf
M.4569,GE / ABBOTT DIAGNOSTICS DIVISION,2007-03-15,2007-04-24,Art. 6(1)(b),Phase I,C.32,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4569_20070424_20310_en.pdf
M.4561,GE / SMITHS AEROSPACE,2007-03-14,2007-04-23,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4561_20070423_20310_en.pdf
M.4613,EURAZEO SA / APCOA PARKING HOLDINGS GMBH,2007-03-13,2007-04-20,Art. 6(1)(b),Phase I,N.77|H.52,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4613_20070420_20310_en.pdf
M.4619,SCOR / CONVERIUM,2007-03-13,2007-04-20,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4619_20070420_20310_en.pdf
M.4616,HOME RETAIL / DURINICUM / OGALAS,2007-03-12,2007-04-13,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4616_20070413_20310_en.pdf
M.4518,ALCOA / ORKLA / SOFT ALLOY EXTRUSION JV,2007-03-12,2007-04-19,Art. 6(1)(b),Phase I,C.25,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4518_20070419_20310_en.pdf
M.4562,S&B / HALLIBURTON / CEBO JV,2007-03-09,2007-04-18,Art. 6(1)(b),Phase I,C.23,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4562_20070418_20310_en.pdf
M.4603,EQT / CBR,2007-03-08,2007-04-13,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4603_20070413_20310_en.pdf
M.4607,INM / PROVIDENCE / CAP II / APN,2007-03-06,2007-12-04,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4607_20070412_20310_en.pdf
M.4538,ACCOR / DORINT,2007-03-06,2007-04-13,Art. 6(1)(b),Phase I,I.55,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4538_20070413_20310_en.pdf
M.4594,OEP / ARVINMERITOR Emissions Technologies Business,2007-03-02,2007-10-04,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4594_20070410_20310_en.pdf
M.4583,DEUTSCHE POST / METRO / GS1 GERMANY / JV,2007-03-01,2007-10-04,Art. 6(1)(b),Phase I,J.62,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4583_20070410_20310_de.pdf
M.4575,RICOH / IBM,2007-02-28,2007-04-04,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4575_20070404_20310_en.pdf
M.4500,NEMAK / TK ALUMINUM “A”,2007-02-28,2007-03-04,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4500_20070403_20310_en.pdf
M.4577,BLACKSTONE / CARDINAL HEALTH (PTS DIVISION),2007-02-28,2007-03-04,Art. 6(1)(b),Phase I,C.21,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4577_20070403_20310_en.pdf
M.4610,TPG V / APOLLO / HARRAH's,2007-02-28,2007-04-04,Art. 6(1)(b),Phase I,R.92,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4610_20070404_20310_en.pdf
M.4591,WEATHER INVESTMENTS / HELLAS TELECOMMUNICATIONS,2007-02-28,2007-04-04,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4591_20070404_20310_en.pdf
M.4576,AVR / VAN GANSEWINKEL,2007-02-27,2007-03-04,Art. 6(1)(b),Phase I,E.38,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4576_20070403_20310_en.pdf
M.4508,ALSTOM UK / BALFOUR BEATTY / JV,2007-02-23,2007-03-30,Art. 6(1)(b),Phase I,H.52|C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4508_20070330_20310_en.pdf
M.4592,CITIBANK / EGG BANK,2007-02-23,2007-03-30,Art. 6(1)(b),Phase I,K,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4592_20070330_20310_en.pdf
M.4595,VESTAR / CARLYLE / AZ,2007-02-22,2007-03-27,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4595_20070327_20310_en.pdf
M.4598,SAGARD / COGNETAS / GROUPE SAINT-GOBAIN DESJONCQUERES,2007-02-22,2007-03-27,Art. 6(1)(b),Phase I,C.23,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4598_20070327_20310_fr.pdf
M.4346,NTN / SNR,2007-02-22,2007-03-27,Art. 6(1)(b),Phase I,C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4346_20070327_20310_en.pdf
M.4609,SHELL / COLLER CAPITAL / STV,2007-02-22,2007-03-29,Art. 6(1)(b),Phase I,M.72,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4609_20070329_20310_en.pdf
M.4542,NPM CAPITAL / DESSEAUX,2007-02-21,2007-03-28,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4542_20070328_20310_en.pdf
M.4499,HOLDING GONVARRI / ASSC / ASSC SLOVAKIA,2007-02-20,2007-03-19,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4499_20070319_20310_en.pdf
M.4579,INVESTOR / MORGAN STANLEY / MÖLNLYCKE,2007-02-20,2007-03-27,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4579_20070327_20310_en.pdf
M.4584,KARSTADTQUELLE / THOMAS COOK,2007-02-19,2007-03-26,Art. 6(1)(b),Phase I,N.79,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4584_20070326_20310_en.pdf
M.4580,OEP / DAILYCER,2007-02-19,2007-03-26,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4580_20070326_20310_en.pdf
M.4597,GROUPE ARNAULT / GO VOYAGES,2007-02-19,2007-03-26,Art. 6(1)(b),Phase I,N.79,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4597_20070326_20310_en.pdf
M.4586,NUTRILUX / PROVIMI,2007-02-19,2007-03-21,Art. 6(1)(b),Phase I,A.01,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4586_20070321_20310_en.pdf
M.4589,DELTA LLOYD / ERASMUS GROEP,2007-02-16,2007-03-23,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4589_20070323_20310_en.pdf
M.4571,SWISS LIFE / CAPITALLEBEN,2007-02-16,2007-03-19,Art. 6(1)(b),Phase I,K.65,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4571_20070319_20310_de.pdf
M.4585,BMW INTEC / DEKRA SÜDLEASING SERVICES,2007-02-16,2007-03-23,Art. 6(1)(b),Phase I,K.64,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4585_20070323_20310_de.pdf
M.4554,BERKSHIRE HATHAWAY / TTI,2007-02-15,2007-03-21,Art. 6(1)(b),Phase I,K.66,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4554_20070321_20310_en.pdf
M.4469,SCHOLZ / VOESTALPINE / SCHOLZ AUSTRIA,2007-02-15,2007-03-22,Art. 6(1)(b),Phase I,E.38,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4469_20070322_20310_de.pdf
M.4465,THRANE & THRANE / NERA,2007-02-14,2007-03-21,Art. 6(1)(b),Phase I,C.26,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4465_20070321_20310_en.pdf
M.4560,ONEX / EASTMAN KODAK HEALTH GROUP,2007-02-14,2007-03-15,Art. 6(1)(b),Phase I,C.32,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4560_20070315_20310_en.pdf
M.4191,THALES / DCN,2007-02-12,2007-03-19,Art. 6(1)(b),Phase I,C.30,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4191_20070319_20310_fr.pdf
M.4544,RANK / SIG,2007-02-09,2007-03-15,Art. 6(1)(b),Phase I,N.82|C.17,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4544_20070315_20310_en.pdf
M.4582,HTA / CDPQ / GICSI / BUDAPEST AIRPORT,2007-02-08,2007-03-15,Art. 6(1)(b),Phase I,H.51,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4582_20070315_20310_en.pdf
M.4528,GSW / MVV / JV,2007-02-06,2007-03-13,Art. 6(1)(b),Phase I,L.68|D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4528_20070313_20310_en.pdf
